0X,0Y,0Z,1X,1Y,1Z,2X,2Y,2Z,3X,3Y,3Z,4X,4Y,4Z,5X,5Y,5Z,6X,6Y,6Z,7X,7Y,7Z,8X,8Y,8Z,9X,9Y,9Z,10X,10Y,10Z,11X,11Y,11Z,12X,12Y,12Z,13X,13Y,13Z,14X,14Y,14Z,15X,15Y,15Z,16X,16Y,16Z,17X,17Y,17Z,18X,18Y,18Z,19X,19Y,19Z,20X,20Y,20Z,Target
0,0,0,0.014793754,-0.041532606,0.005243191,0.02566272,-0.080068439,0.000446712,0.036954194,-0.107300699,-0.0071117,0.04698512,-0.127552152,-0.01668509,-0.00463289,-0.104248881,-0.006693185,-0.017510712,-0.136259526,-0.017268841,-0.020037562,-0.160393536,-0.024081157,-0.017216653,-0.178533107,-0.026478688,-0.014850199,-0.095860839,-0.016904005,-0.029512435,-0.129151851,-0.028203071,-0.029803783,-0.152415663,-0.033732369,-0.02539292,-0.168746173,-0.037321809,-0.021695077,-0.083928794,-0.026165192,-0.037769198,-0.116135448,-0.03460596,-0.037655801,-0.139177114,-0.037408686,-0.033104956,-0.15568614,-0.038527465,-0.026264459,-0.069007933,-0.035619243,-0.0381414,-0.096818507,-0.040602217,-0.040446103,-0.117886096,-0.04164965,-0.038992196,-0.136540532,-0.04193424,0
0,0,0,-0.000764847,-0.063942134,-0.006600727,0.022080898,-0.119067729,-0.015661717,0.048071325,-0.146526635,-0.024312478,0.068556368,-0.173071802,-0.032497226,0.040101051,-0.111828923,-0.026223267,0.063172877,-0.131844878,-0.043260387,0.047015011,-0.113802314,-0.049365765,0.032286108,-0.09865272,-0.051485426,0.04914397,-0.076117992,-0.030624884,0.068518937,-0.095251501,-0.049932557,0.046041727,-0.077717364,-0.048934038,0.030289292,-0.061305702,-0.044815498,0.055706382,-0.038399756,-0.037454526,0.068413079,-0.058094501,-0.056136611,0.04490298,-0.045988321,-0.049533821,0.028646946,-0.032144964,-0.0402802,0.060735345,0.001063645,-0.044965527,0.069069326,-0.02185595,-0.058605089,0.050887883,-0.018643498,-0.056086979,0.039448678,-0.009761214,-0.049343484,0
0,0,0,0.011723518,-0.052030802,0.013147476,0.017798424,-0.096363246,0.012410397,0.026470006,-0.124299645,0.006776964,0.038052171,-0.14482668,-0.001831884,-0.007795423,-0.119561762,0.002936239,-0.018620878,-0.161400676,-0.00318124,-0.018316686,-0.186229706,-0.005080129,-0.014285713,-0.203872234,-0.005274475,-0.014095694,-0.109145969,-0.009821102,-0.026015729,-0.157024771,-0.017030991,-0.024919301,-0.181751162,-0.019525563,-0.020045877,-0.195951939,-0.018424196,-0.016747504,-0.095618337,-0.020723089,-0.02799198,-0.138836741,-0.025915976,-0.028340608,-0.161473721,-0.025604432,-0.02509281,-0.173754632,-0.023753538,-0.01610294,-0.080010802,-0.031083032,-0.023986667,-0.111979544,-0.031071843,-0.024843425,-0.131058276,-0.026260428,-0.023089767,-0.142923892,-0.020167848,0
0,0,0,0.016009063,-0.049310327,0.015876451,0.025536209,-0.093918234,0.022484764,0.036907226,-0.123033315,0.02452761,0.051104069,-0.140550315,0.025172283,-0.000343621,-0.119573861,0.032179772,-0.014769375,-0.152134359,0.039617892,-0.014441311,-0.166581362,0.041068069,-0.00864163,-0.172552407,0.041905138,-0.008707255,-0.112073034,0.023630253,-0.023589224,-0.145919502,0.032645504,-0.0216842,-0.160660535,0.035154558,-0.015602112,-0.166287392,0.037734657,-0.01453352,-0.10177508,0.015238787,-0.029187918,-0.136397034,0.021230598,-0.026830643,-0.14765501,0.025975662,-0.020949751,-0.149778664,0.030247065,-0.018305928,-0.08851856,0.006415605,-0.028909057,-0.11700961,0.01255413,-0.029214919,-0.132727355,0.018281658,-0.026935816,-0.141791284,0.023147962,0
0,0,0,0.000438392,-0.065838277,-0.00610566,0.022267163,-0.119714081,-0.014016547,0.046123326,-0.147934675,-0.024692397,0.068398416,-0.17259571,-0.037898916,0.047247469,-0.111767352,-0.004337562,0.062540889,-0.129692078,-0.032772317,0.045517623,-0.115009248,-0.049222558,0.030316114,-0.097845554,-0.053832292,0.055561364,-0.079453826,-0.010237209,0.067743421,-0.096274614,-0.038982499,0.044040859,-0.080003202,-0.048482279,0.028312266,-0.061900616,-0.047677203,0.060458839,-0.044053078,-0.019805559,0.069088519,-0.060926139,-0.046785164,0.043523908,-0.049598217,-0.046758167,0.026573241,-0.034454286,-0.03753972,0.062716484,-0.005149662,-0.029838271,0.06889075,-0.025180519,-0.049402255,0.048861086,-0.021036267,-0.04788972,0.036634803,-0.010346353,-0.03827666,0
0,0,0,-9.23276E-05,-0.06494683,-0.005568636,0.021987975,-0.118469954,-0.015908792,0.04734087,-0.145174742,-0.025111377,0.067916334,-0.170285434,-0.03267703,0.035128951,-0.108819902,-0.033870847,0.061978281,-0.129707575,-0.048964319,0.046743214,-0.113357186,-0.048106903,0.032561421,-0.100420058,-0.045119529,0.044308662,-0.07242322,-0.038279766,0.06803304,-0.094201326,-0.053391115,0.046659529,-0.077839077,-0.044389953,0.032280326,-0.062958717,-0.037356352,0.051489174,-0.034021854,-0.045002536,0.068801045,-0.057087898,-0.059120396,0.04599303,-0.045731843,-0.046779936,0.030646503,-0.032273233,-0.035658726,0.057363272,0.006168664,-0.052940824,0.070201159,-0.01929599,-0.06274685,0.052241445,-0.016546249,-0.057670259,0.040471792,-0.007369936,-0.050797415,0
0,0,0,0.00100261,-0.061398029,-0.010128571,0.023896575,-0.116381407,-0.019881708,0.048860669,-0.144174516,-0.030324034,0.069735527,-0.169326246,-0.039310781,0.044377506,-0.109561265,-0.019028674,0.062649608,-0.128818929,-0.046250624,0.044766307,-0.108755291,-0.059890272,0.029239178,-0.092191219,-0.064058119,0.053271413,-0.075199723,-0.022777309,0.068361402,-0.093734682,-0.052103268,0.044738531,-0.073860347,-0.056581741,0.028984129,-0.056008458,-0.052830645,0.059205949,-0.037356079,-0.030540738,0.069159627,-0.055239737,-0.056852867,0.044627607,-0.040997207,-0.053358109,0.028097332,-0.026073337,-0.043349256,0.063620508,0.003335834,-0.039134973,0.071947098,-0.016629279,-0.056694181,0.053556502,-0.012824595,-0.055654225,0.042005479,-0.003415465,-0.047485122,0
0,0,0,-0.001140177,-0.062938809,-0.00794299,0.022295415,-0.117820799,-0.016079448,0.0482077,-0.144489288,-0.024575591,0.06898129,-0.169543028,-0.032019889,0.042597115,-0.109903991,-0.018756628,0.062566698,-0.128436089,-0.042534551,0.044721663,-0.109544158,-0.054179805,0.029375494,-0.094192982,-0.058271988,0.051336646,-0.074749708,-0.023001228,0.067630053,-0.092065156,-0.049059941,0.043475926,-0.07237941,-0.051841261,0.02769202,-0.055180788,-0.047969563,0.05755794,-0.036909819,-0.030933153,0.068522632,-0.054733455,-0.055240998,0.043534875,-0.041125238,-0.051332725,0.026908159,-0.027261198,-0.041545412,0.062287271,0.003539145,-0.039549696,0.070148528,-0.017153978,-0.05648551,0.051373124,-0.013513684,-0.055587264,0.039777756,-0.004506469,-0.048001016,0
0,0,0,-0.000590205,-0.062794149,-0.008687379,0.022800207,-0.118106902,-0.017859571,0.048581064,-0.144895315,-0.026629443,0.069633663,-0.170388132,-0.033681537,0.041780591,-0.110294342,-0.023934463,0.063033402,-0.128966749,-0.046857415,0.045825958,-0.110693038,-0.056781335,0.030614853,-0.09528017,-0.059805753,0.050552309,-0.074546039,-0.027432947,0.068414509,-0.091213763,-0.05300575,0.044484913,-0.072510481,-0.05369238,0.028710008,-0.055519104,-0.048903829,0.056568444,-0.036303639,-0.034031289,0.069148958,-0.053314686,-0.05783395,0.044234037,-0.040102184,-0.052275738,0.027794421,-0.025882065,-0.041631787,0.061124265,0.004088521,-0.041492587,0.070697725,-0.015909553,-0.057948078,0.052116811,-0.011799097,-0.05608402,0.040752292,-0.002454579,-0.048206592,0
0,0,0,-0.000211298,-0.063283503,-0.007979184,0.022707045,-0.118193269,-0.017883299,0.048514366,-0.144391,-0.026951457,0.069355607,-0.169559866,-0.035177343,0.040050089,-0.109485745,-0.028684059,0.062956691,-0.128876865,-0.048690938,0.046785593,-0.111403108,-0.055695761,0.031885326,-0.096579373,-0.057913426,0.049141169,-0.073512375,-0.032510795,0.069477618,-0.09203279,-0.054561693,0.046600938,-0.074474931,-0.052891534,0.030490875,-0.057816505,-0.048112463,0.055758774,-0.035164714,-0.038924799,0.070083857,-0.054291368,-0.05960751,0.045941949,-0.041242719,-0.052253831,0.028994679,-0.026706219,-0.04175929,0.061042964,0.005096257,-0.046293285,0.071946561,-0.016250134,-0.061732643,0.053619146,-0.012313128,-0.059261214,0.041393518,-0.00286299,-0.052257274,0
0,0,0,-0.001950026,-0.064384222,-0.006407526,0.020464957,-0.120062053,-0.015971495,0.046542108,-0.146367431,-0.024810563,0.067580521,-0.171873868,-0.032963194,0.036218405,-0.111357629,-0.032217774,0.062099576,-0.13332814,-0.049673877,0.046587467,-0.115684867,-0.052137077,0.031543791,-0.100478709,-0.051752191,0.0458799,-0.07497412,-0.036596771,0.068914175,-0.09611851,-0.056209512,0.046727061,-0.078455269,-0.050725296,0.03075701,-0.061082006,-0.044565372,0.053146183,-0.03623122,-0.043190736,0.070244372,-0.058152854,-0.061630055,0.046642244,-0.045150757,-0.052607458,0.029619753,-0.029516041,-0.041835036,0.059113443,0.004169226,-0.050787452,0.071951568,-0.018248737,-0.065475482,0.054062784,-0.013761103,-0.063294876,0.041588485,-0.003444374,-0.057278786,0
0,0,0,0.000675678,-0.063099325,-0.010594353,0.024016082,-0.117567003,-0.020186599,0.049977601,-0.143096864,-0.029352042,0.071444392,-0.168840736,-0.036828677,0.045992255,-0.10851413,-0.021718959,0.065323591,-0.128001153,-0.049468379,0.046102464,-0.10932827,-0.062825202,0.029669642,-0.092649519,-0.066854849,0.054929316,-0.072544932,-0.024918717,0.070529759,-0.08999306,-0.054557624,0.045363069,-0.071201622,-0.058970991,0.028769433,-0.052652478,-0.055641293,0.06085366,-0.034643233,-0.031719099,0.071539462,-0.052480042,-0.059078633,0.045391083,-0.03932184,-0.055762067,0.027654588,-0.023656011,-0.045840955,0.065134823,0.004878461,-0.03949841,0.073465288,-0.015524626,-0.058912656,0.053924918,-0.011686325,-0.058727118,0.041441023,-0.001116872,-0.051189846,0
0,0,0,-0.000657499,-0.062917829,-0.010605454,0.022987425,-0.117241085,-0.019378807,0.049246013,-0.144906998,-0.027175825,0.069190919,-0.173654139,-0.035105161,0.04499954,-0.112014532,-0.023928664,0.065937698,-0.129296362,-0.044259995,0.047946811,-0.109164715,-0.05392079,0.031825662,-0.092782676,-0.056994728,0.053779602,-0.076352,-0.026350069,0.069426775,-0.090117216,-0.050230462,0.045315444,-0.070414722,-0.053129948,0.028013766,-0.053383291,-0.049656566,0.059787691,-0.038677871,-0.031804703,0.069068611,-0.051846683,-0.054450482,0.044491172,-0.038205445,-0.051688175,0.026872098,-0.024968982,-0.043334733,0.06427598,0.00134939,-0.037591729,0.072059572,-0.016325057,-0.054595347,0.052933991,-0.012596369,-0.054326847,0.040054321,-0.004823625,-0.047290168,0
0,0,0,0.013856173,-0.045604527,0.017034521,0.023255676,-0.085778803,0.021279942,0.0327079,-0.113517612,0.019888335,0.04307732,-0.132452458,0.016968402,-0.004548967,-0.119886279,0.032092628,-0.016971737,-0.153264016,0.036170652,-0.016827494,-0.172659695,0.03552412,-0.012612194,-0.184283406,0.034509388,-0.011648476,-0.11258769,0.018187209,-0.026146173,-0.150108933,0.022115655,-0.023893297,-0.168031424,0.020050803,-0.017453074,-0.176188201,0.018164755,-0.015913665,-0.102647394,0.004550741,-0.030803263,-0.138401419,0.007036801,-0.0290488,-0.155899018,0.007976486,-0.023177087,-0.164054871,0.00929194,-0.01785323,-0.089989185,-0.009421132,-0.028760225,-0.118570536,-0.006393907,-0.029381275,-0.136895567,-0.003229628,-0.026936889,-0.150228262,-0.000822103,0
0,0,0,0.015485942,-0.043653548,0.008050329,0.025364131,-0.082988739,0.006127658,0.036739171,-0.110608548,0.000527516,0.05035904,-0.130315244,-0.007124943,-0.003496736,-0.111013621,0.006506461,-0.016168594,-0.145341307,0.003646141,-0.01623252,-0.167754471,0.00239698,-0.011672795,-0.181694299,0.002410447,-0.012857288,-0.102517903,-0.00185723,-0.027123749,-0.138198614,-0.005674746,-0.025528431,-0.160612017,-0.006671457,-0.019924015,-0.175170302,-0.006381326,-0.019167751,-0.089953572,-0.009364261,-0.033819109,-0.122955173,-0.012147262,-0.032786995,-0.144497573,-0.01054297,-0.02774483,-0.158584386,-0.008451475,-0.022541374,-0.074008644,-0.017292612,-0.033842802,-0.099187642,-0.018135414,-0.035351902,-0.117941052,-0.016874852,-0.033470184,-0.132123858,-0.015081453,0
0,0,0,0.014986455,-0.041254759,0.005675031,0.02582556,-0.08079797,0.000687509,0.036626637,-0.108086437,-0.00778429,0.045080453,-0.129781038,-0.019568192,-0.005012691,-0.108466804,-0.002778716,-0.017246485,-0.139487684,-0.013384174,-0.020837069,-0.163443923,-0.022206737,-0.019209862,-0.17931819,-0.027269596,-0.014744431,-0.09982118,-0.014547802,-0.027640373,-0.133519471,-0.024807759,-0.028789818,-0.15560472,-0.031087548,-0.025815964,-0.169617563,-0.035376955,-0.021625459,-0.087193906,-0.026040176,-0.035838187,-0.120061487,-0.033869639,-0.036190331,-0.142035395,-0.037426286,-0.0322873,-0.156766355,-0.038767196,-0.026528716,-0.070751756,-0.037707888,-0.037170589,-0.098941624,-0.043443505,-0.039479136,-0.11952275,-0.044697009,-0.038513392,-0.136940598,-0.044586882,0
0,0,0,0.001456678,-0.064111114,-0.006970522,0.025177658,-0.11679107,-0.013852091,0.050471485,-0.142678618,-0.021889942,0.070925832,-0.169532895,-0.029468564,0.047607243,-0.107075632,-0.012928289,0.066705287,-0.126130402,-0.039117191,0.047832131,-0.109770596,-0.051441438,0.031757832,-0.093750298,-0.053539984,0.056227922,-0.072256327,-0.017013186,0.070107758,-0.088438034,-0.044090755,0.045249403,-0.071823478,-0.049863592,0.02862829,-0.055461586,-0.046814211,0.061320066,-0.035363972,-0.024490096,0.070509374,-0.052644908,-0.050085816,0.044696391,-0.041151464,-0.047805093,0.026917398,-0.026913643,-0.038285583,0.064646006,0.00439328,-0.032734111,0.072422624,-0.015288532,-0.050953299,0.053229272,-0.013375878,-0.050680205,0.040581167,-0.003337324,-0.042072825,0
0,0,0,-0.000856698,-0.066830158,-0.005916384,0.022230685,-0.120548189,-0.014673069,0.049008012,-0.146790564,-0.021706523,0.069505095,-0.173726261,-0.027772441,0.03797549,-0.111035764,-0.034688203,0.064554691,-0.129983068,-0.045066858,0.048155308,-0.112795651,-0.042954249,0.032967985,-0.099894762,-0.040768539,0.047564685,-0.074570775,-0.03769025,0.069480598,-0.092667937,-0.050904335,0.047430575,-0.076979995,-0.044417677,0.031310976,-0.062401474,-0.039253862,0.054865479,-0.036388874,-0.04231005,0.069515049,-0.05564642,-0.054770199,0.046959639,-0.043561995,-0.044807302,0.030392826,-0.029795527,-0.035579057,0.060900927,0.003548384,-0.047355017,0.072674215,-0.018794358,-0.057959715,0.054912925,-0.015451193,-0.055055404,0.041984975,-0.006297588,-0.049689004,0
0,0,0,-0.000272632,-0.064093113,-0.006554434,0.022404194,-0.117429912,-0.015684312,0.048268974,-0.143701315,-0.024217002,0.068897605,-0.172283173,-0.032073444,0.042058766,-0.108765483,-0.025637685,0.064216912,-0.130334496,-0.045028804,0.046604276,-0.113392234,-0.053031022,0.030640125,-0.09740591,-0.055503568,0.051183641,-0.073390067,-0.029512359,0.068489492,-0.093261242,-0.050910307,0.045315206,-0.075856209,-0.051820891,0.029242396,-0.057546675,-0.048635339,0.057675064,-0.036344111,-0.035755737,0.068840086,-0.055335641,-0.054918045,0.044968128,-0.042972088,-0.049111663,0.028631508,-0.027516782,-0.040525222,0.062922418,0.002532005,-0.042434974,0.070915222,-0.018733144,-0.056741109,0.052743196,-0.015729904,-0.055554042,0.041224658,-0.005953968,-0.049605264,0
0,0,0,-0.000816822,-0.064676404,-0.006611393,0.023174107,-0.119657278,-0.017304624,0.049745858,-0.146675825,-0.026680545,0.070034266,-0.173737198,-0.035251877,0.03916502,-0.110332191,-0.03584127,0.064676464,-0.129687905,-0.050498388,0.048665047,-0.113620102,-0.051448743,0.034065962,-0.100108325,-0.050932872,0.04837966,-0.073546588,-0.039715434,0.069827795,-0.092520356,-0.056069853,0.047302604,-0.076808214,-0.049268315,0.032220781,-0.060844541,-0.042882326,0.055080056,-0.034569323,-0.045505508,0.069969475,-0.054400861,-0.060551463,0.046662986,-0.04324168,-0.049639574,0.031223297,-0.029180884,-0.039155992,0.060379624,0.005992651,-0.052165388,0.070421636,-0.015453935,-0.064010351,0.052442133,-0.01285398,-0.060667398,0.041536808,-0.004265249,-0.055072604,0
0,0,0,0.013018906,-0.051213264,0.01508253,0.020584345,-0.098677039,0.013145743,0.030307919,-0.129528403,0.006180732,0.041687846,-0.154824883,-0.004068078,-0.010510743,-0.116741329,-0.000860685,-0.021774679,-0.161956251,-0.008262559,-0.020440876,-0.18983689,-0.010663364,-0.015725076,-0.209028095,-0.010935484,-0.017316729,-0.105731636,-0.015978188,-0.029476523,-0.158430278,-0.025502556,-0.025934279,-0.18561852,-0.02837657,-0.019158214,-0.202271372,-0.028580279,-0.019607455,-0.093112379,-0.028823361,-0.032090992,-0.141512245,-0.036982652,-0.030161142,-0.168534011,-0.037635267,-0.025290012,-0.184407562,-0.036709987,-0.018114209,-0.078486145,-0.041029007,-0.02767086,-0.114682555,-0.043470156,-0.027898014,-0.138314188,-0.041031752,-0.024844021,-0.156356603,-0.038153023,0
0,0,0,-0.001232862,-0.063798368,-0.007734915,0.022094727,-0.118343949,-0.017487489,0.048465014,-0.144491434,-0.026343469,0.06829083,-0.171967089,-0.03549156,0.04125315,-0.110311747,-0.029054307,0.064724624,-0.129010141,-0.046534386,0.048668981,-0.111782432,-0.053653073,0.033404827,-0.096061409,-0.056649026,0.050431371,-0.074250281,-0.032864653,0.069979548,-0.091457367,-0.053499375,0.04721272,-0.074995637,-0.054073319,0.030202329,-0.057416975,-0.051264119,0.056916296,-0.036181569,-0.038685151,0.069716692,-0.05335331,-0.058135573,0.0459342,-0.041736305,-0.05264457,0.028618574,-0.027210236,-0.04421407,0.061946213,0.003651261,-0.044935417,0.071246684,-0.016498208,-0.060089067,0.052867413,-0.013369143,-0.058759381,0.040553689,-0.004414737,-0.053244495,0
